Trade ID,Date,Day,Entry Time,Exit Time,Ticker Symbol,Long/Short,Entry Price,Exit Price,Number of Shares/Contracts,Stop-Loss Price,Take-Profit Price,Commission Paid,Trade Duration (minutes),Profit/Loss,Trade Outcome,Strategy Used,Notes
5453,21-08-2019,Wednesday,11:00:38,13:08:09,NIFTY,Short,251.24,188.2,755,88.6,389.53,3.98,127.5166667,63.04,Win,ALGO,Randomly generated trade
8783,22-08-2019,Thursday,14:30:07,14:46:13,BANKNIFTY,Long,257.45,228.18,964,147.34,388.93,6.4,16.1,-29.27,Loss,SMC,Randomly generated trade
5225,23-08-2019,Friday,09:27:42,14:27:07,BANKNIFTY,Long,171.08,202.68,792,139.17,357.69,3.7,299.4166667,31.6,Win,SMC,Randomly generated trade
9783,26-08-2019,Monday,09:54:27,11:47:06,NIFTY,Short,254.56,288.21,165,103.99,306.02,4.83,112.65,-33.65,Loss,ALGO,Randomly generated trade
2194,27-08-2019,Tuesday,11:37:24,13:09:23,BANKNIFTY,Long,174.37,111.11,258,145.3,370.72,7.96,91.98333333,-63.26,Loss,SMC,Randomly generated trade
5545,28-08-2019,Wednesday,11:31:26,14:07:13,NIFTY,Long,228.93,228.01,28,80.65,392.42,1.23,155.7833333,-0.92,Loss,ALGO,Randomly generated trade
3355,29-08-2019,Thursday,10:36:47,11:07:45,NIFTY,Short,231.22,124.76,213,86.69,393.11,9.47,30.96666667,106.46,Win,SMC,Randomly generated trade
2128,30-08-2019,Friday,09:59:56,13:32:41,BANKNIFTY,Short,133.79,188.35,423,121.73,367.92,8.93,212.75,-54.56,Loss,SMC,Randomly generated trade
9773,03-09-2019,Tuesday,10:04:06,11:06:40,BANKNIFTY,Long,274.48,233.55,777,105.81,387.39,1.7,62.56666667,-40.93,Loss,BREAKOUT,Randomly generated trade
6871,04-09-2019,Wednesday,13:07:38,15:00:47,BANKNIFTY,Short,135.65,299.37,656,91.23,323.78,3.07,113.15,-163.72,Loss,ALGO,Randomly generated trade
5513,05-09-2019,Thursday,11:17:19,14:09:09,NIFTY,Short,195.86,161.78,634,146.84,380.4,1.19,171.8333333,34.08,Win,SMC,Randomly generated trade
5027,06-09-2019,Friday,12:05:04,13:37:33,NIFTY,Short,251.2,167.21,2,108.23,302.22,7.2,92.48333333,83.99,Win,SMC,Randomly generated trade
8748,09-09-2019,Monday,09:16:11,13:45:55,BANKNIFTY,Long,103.08,102.27,879,97.94,395.85,8.01,269.7333333,-0.81,Loss,ALGO,Randomly generated trade
6534,11-09-2019,Wednesday,11:09:58,14:58:37,NIFTY,Long,113.98,198.18,944,106.68,398.64,4.1,228.65,84.2,Win,ALGO,Randomly generated trade
9163,12-09-2019,Thursday,14:32:18,14:37:46,BANKNIFTY,Long,173.4,104.03,349,98.36,381.25,7.87,5.466666667,-69.37,Loss,ALGO,Randomly generated trade
8951,13-09-2019,Friday,14:46:08,15:01:26,NIFTY,Long,258.38,193.05,938,102.37,354.92,3.04,15.3,-65.33,Loss,ALGO,Randomly generated trade
7280,16-09-2019,Monday,12:09:14,13:30:57,BANKNIFTY,Long,189.92,257.52,103,134.35,349.03,2.48,81.71666667,67.6,Win,BREAKOUT,Randomly generated trade
9475,17-09-2019,Tuesday,14:05:11,14:37:50,NIFTY,Short,228.38,219.08,819,102.22,384.63,4.99,32.65,9.3,Win,SMC,Randomly generated trade
7144,18-09-2019,Wednesday,14:27:50,15:08:45,NIFTY,Short,226.61,144.89,529,149.82,346.82,2.72,40.91666667,81.72,Win,BREAKOUT,Randomly generated trade
4464,19-09-2019,Thursday,15:00:58,15:04:42,BANKNIFTY,Long,260.85,244.83,80,90,347.12,9.78,3.733333333,-16.02,Loss,BREAKOUT,Randomly generated trade
8392,20-09-2019,Friday,11:11:17,11:28:16,BANKNIFTY,Short,108.1,250.67,923,124.61,332.96,6.61,16.98333333,-142.57,Loss,BREAKOUT,Randomly generated trade
1265,23-09-2019,Monday,13:48:51,14:16:02,BANKNIFTY,Long,183.92,161.79,255,135.76,317.17,6.69,27.18333333,-22.13,Loss,SMC,Randomly generated trade
1951,24-09-2019,Tuesday,11:12:28,13:28:57,BANKNIFTY,Short,148.74,113.29,285,112.7,348.67,1.48,136.4833333,35.45,Win,ALGO,Randomly generated trade
1654,25-09-2019,Wednesday,11:17:41,11:42:27,NIFTY,Long,221.32,254.03,555,114.81,347.14,4.37,24.76666667,32.71,Win,BREAKOUT,Randomly generated trade
7663,26-09-2019,Thursday,12:20:42,14:02:46,BANKNIFTY,Long,158.55,230.24,784,91.6,313.19,9.74,102.0666667,71.69,Win,ALGO,Randomly generated trade
2490,27-09-2019,Friday,10:00:23,12:27:41,BANKNIFTY,Short,262.65,136.4,7,105.61,353.78,2.57,147.3,126.25,Win,ALGO,Randomly generated trade
8926,30-09-2019,Monday,11:05:57,14:36:55,BANKNIFTY,Short,166.61,297.11,782,101.69,300.58,2.62,210.9666667,-130.5,Loss,BREAKOUT,Randomly generated trade
1310,01-10-2019,Tuesday,14:08:25,14:21:14,BANKNIFTY,Long,298.63,237.52,72,84.37,314.48,9.05,12.81666667,-61.11,Loss,SMC,Randomly generated trade
6206,03-10-2019,Thursday,12:00:11,12:18:02,NIFTY,Long,133.62,104.93,110,131.84,370.05,3.82,17.85,-28.69,Loss,ALGO,Randomly generated trade
3825,04-10-2019,Friday,15:09:01,15:09:22,BANKNIFTY,Short,293.04,253.9,336,145.18,301.61,4.44,0.35,39.14,Win,SMC,Randomly generated trade
5563,07-10-2019,Monday,13:19:43,14:18:10,NIFTY,Long,225.89,190.53,444,92.21,335.83,6.91,58.45,-35.36,Loss,SMC,Randomly generated trade
4798,09-10-2019,Wednesday,10:21:06,13:37:43,NIFTY,Short,202.67,115.93,747,103.91,350.41,6.1,196.6166667,86.74,Win,BREAKOUT,Randomly generated trade
5345,10-10-2019,Thursday,09:44:37,15:09:43,BANKNIFTY,Short,168.2,224.42,508,97.23,378.1,7.15,325.1,-56.22,Loss,ALGO,Randomly generated trade
3326,11-10-2019,Friday,11:24:13,14:07:48,BANKNIFTY,Short,221.93,135.89,219,115.88,387.32,3.85,163.5833333,86.04,Win,SMC,Randomly generated trade
5448,14-10-2019,Monday,13:49:07,14:51:48,BANKNIFTY,Short,205.42,201.64,441,110.06,323.28,6.48,62.68333333,3.78,Win,ALGO,Randomly generated trade
2394,15-10-2019,Tuesday,09:54:22,14:33:46,NIFTY,Short,183.66,134.74,931,144.39,317.76,8.22,279.4,48.92,Win,BREAKOUT,Randomly generated trade
2323,16-10-2019,Wednesday,15:03:23,15:05:32,BANKNIFTY,Long,170.17,102.08,779,84.89,393.19,8.16,2.15,-68.09,Loss,ALGO,Randomly generated trade
3668,17-10-2019,Thursday,13:02:04,14:34:06,NIFTY,Short,138.47,221.35,563,122.01,333.74,8.96,92.03333333,-82.88,Loss,BREAKOUT,Randomly generated trade
2316,18-10-2019,Friday,11:14:49,15:08:23,BANKNIFTY,Long,194.95,134.49,458,143.51,385.92,5.65,233.5666667,-60.46,Loss,SMC,Randomly generated trade
2777,22-10-2019,Tuesday,13:27:31,13:34:51,NIFTY,Short,180.62,185.25,28,114.99,374.51,6.5,7.333333333,-4.63,Loss,ALGO,Randomly generated trade
1292,23-10-2019,Wednesday,13:21:47,15:06:43,NIFTY,Long,124.65,147.08,370,134.59,369.82,2.65,104.9333333,22.43,Win,ALGO,Randomly generated trade
4390,24-10-2019,Thursday,09:23:26,13:16:07,BANKNIFTY,Long,295.49,207.6,826,80.98,380.56,2.95,232.6833333,-87.89,Loss,ALGO,Randomly generated trade
8734,25-10-2019,Friday,12:09:00,13:42:29,NIFTY,Long,282.2,157.31,519,98.96,368,4,93.48333333,-124.89,Loss,SMC,Randomly generated trade
8637,29-10-2019,Tuesday,12:28:59,13:37:49,NIFTY,Long,274.15,251.23,391,115.02,387.43,6.36,68.83333333,-22.92,Loss,BREAKOUT,Randomly generated trade
4524,30-10-2019,Wednesday,11:47:34,15:09:06,BANKNIFTY,Long,249.82,216.72,323,132.27,330.48,6.03,201.5333333,-33.1,Loss,SMC,Randomly generated trade
1751,31-10-2019,Thursday,12:09:21,14:53:24,BANKNIFTY,Long,151.38,250.91,57,85.51,337.61,2.78,164.05,99.53,Win,SMC,Randomly generated trade
6178,01-11-2019,Friday,12:04:04,12:33:20,BANKNIFTY,Short,266.2,208.56,613,141.7,309.11,5.02,29.26666667,57.64,Win,BREAKOUT,Randomly generated trade
8892,04-11-2019,Monday,09:20:47,10:04:25,NIFTY,Short,222.88,240.13,786,100.24,337.06,4.47,43.63333333,-17.25,Loss,SMC,Randomly generated trade
6589,05-11-2019,Tuesday,09:41:41,13:58:40,NIFTY,Short,162.17,234.63,752,128.31,385.04,4.85,256.9833333,-72.46,Loss,SMC,Randomly generated trade
3504,06-11-2019,Wednesday,12:40:30,13:37:25,BANKNIFTY,Short,291.65,232.37,893,148.23,342.32,2.64,56.91666667,59.28,Win,SMC,Randomly generated trade
5055,07-11-2019,Thursday,13:05:56,15:08:02,BANKNIFTY,Long,165.27,287.98,732,115.37,364.38,2.18,122.1,122.71,Win,ALGO,Randomly generated trade
5401,08-11-2019,Friday,15:06:57,15:08:23,NIFTY,Short,299.87,285.23,272,131.65,394.12,9,1.433333333,14.64,Win,SMC,Randomly generated trade
4030,11-11-2019,Monday,09:24:01,12:18:22,NIFTY,Short,266.87,263.39,154,135.38,349.42,8.9,174.35,3.48,Win,BREAKOUT,Randomly generated trade
5881,13-11-2019,Wednesday,09:16:15,13:04:08,BANKNIFTY,Long,270.68,126.31,387,80.29,302.31,3.64,227.8833333,-144.37,Loss,BREAKOUT,Randomly generated trade
6956,14-11-2019,Thursday,13:32:16,14:08:56,BANKNIFTY,Long,196.34,132.65,380,92.08,392.28,9.79,36.66666667,-63.69,Loss,ALGO,Randomly generated trade
3306,15-11-2019,Friday,12:03:45,15:01:41,BANKNIFTY,Long,261.56,266.49,204,91.89,301.47,2.86,177.9333333,4.93,Win,ALGO,Randomly generated trade
8967,18-11-2019,Monday,12:34:37,14:03:48,NIFTY,Long,128.61,269.2,531,141.48,399.99,6.62,89.18333333,140.59,Win,BREAKOUT,Randomly generated trade
4562,19-11-2019,Tuesday,13:19:15,13:38:21,NIFTY,Short,166.47,183.85,67,133.82,305.18,2.73,19.1,-17.38,Loss,BREAKOUT,Randomly generated trade
1164,20-11-2019,Wednesday,13:34:05,14:29:22,BANKNIFTY,Long,189.9,234.35,530,100.36,386.02,1.34,55.28333333,44.45,Win,SMC,Randomly generated trade
7611,21-11-2019,Thursday,11:48:09,13:26:36,BANKNIFTY,Long,125.15,277.32,242,138.43,374.49,8.55,98.45,152.17,Win,ALGO,Randomly generated trade
2320,22-11-2019,Friday,10:44:04,12:23:28,NIFTY,Short,180.41,207.22,460,132.52,339.56,1.42,99.4,-26.81,Loss,BREAKOUT,Randomly generated trade
5971,25-11-2019,Monday,09:58:02,14:38:15,NIFTY,Short,128.01,297.09,305,125.17,311.58,2.9,280.2166667,-169.08,Loss,BREAKOUT,Randomly generated trade
4357,26-11-2019,Tuesday,12:58:23,13:20:48,NIFTY,Short,102.11,298.45,825,142.21,383.8,1.59,22.41666667,-196.34,Loss,BREAKOUT,Randomly generated trade
4399,27-11-2019,Wednesday,11:03:05,13:21:17,BANKNIFTY,Short,215.39,193.57,734,87.89,377.54,6.68,138.2,21.82,Win,BREAKOUT,Randomly generated trade
8759,28-11-2019,Thursday,11:31:17,14:40:04,NIFTY,Long,225.63,282.6,70,80.65,375.36,9.48,188.7833333,56.97,Win,BREAKOUT,Randomly generated trade
9880,29-11-2019,Friday,14:19:14,15:02:57,BANKNIFTY,Short,187.43,109.51,70,98.27,325.2,5.58,43.71666667,77.92,Win,BREAKOUT,Randomly generated trade
2233,02-12-2019,Monday,14:23:40,14:55:32,BANKNIFTY,Long,229.49,104.18,561,125.89,312.44,8.97,31.86666667,-125.31,Loss,ALGO,Randomly generated trade
2214,03-12-2019,Tuesday,13:27:45,14:36:03,BANKNIFTY,Long,112.88,116.79,685,83.96,380.79,7.7,68.3,3.91,Win,SMC,Randomly generated trade
4388,04-12-2019,Wednesday,09:49:45,13:41:44,NIFTY,Short,114.45,183.76,252,80.34,326.99,5.37,231.9833333,-69.31,Loss,BREAKOUT,Randomly generated trade
9339,05-12-2019,Thursday,11:11:38,14:27:01,BANKNIFTY,Short,126.33,259,504,135.79,354.25,5.3,195.3833333,-132.67,Loss,SMC,Randomly generated trade
1576,06-12-2019,Friday,10:21:20,15:03:03,BANKNIFTY,Short,269.26,290.54,912,121.35,322.71,9.2,281.7166667,-21.28,Loss,SMC,Randomly generated trade
4665,09-12-2019,Monday,14:39:26,14:44:42,BANKNIFTY,Long,284.71,223.55,213,80.44,358.22,4.11,5.266666667,-61.16,Loss,ALGO,Randomly generated trade
1903,10-12-2019,Tuesday,11:04:20,12:21:19,NIFTY,Long,283.97,232.32,620,97.21,317.35,8.95,76.98333333,-51.65,Loss,BREAKOUT,Randomly generated trade
4051,11-12-2019,Wednesday,09:20:52,13:57:59,BANKNIFTY,Long,258.14,236.29,951,127.96,353.66,8.38,277.1166667,-21.85,Loss,SMC,Randomly generated trade
6307,12-12-2019,Thursday,12:40:54,13:22:36,NIFTY,Long,174.82,216.58,31,113.69,356.38,5.38,41.7,41.76,Win,BREAKOUT,Randomly generated trade
9190,13-12-2019,Friday,11:18:54,12:47:56,NIFTY,Long,235.6,161.54,700,132.65,302,4.36,89.03333333,-74.06,Loss,ALGO,Randomly generated trade
4131,16-12-2019,Monday,09:50:30,14:23:59,NIFTY,Short,292.78,270.29,199,124.15,332.11,4.79,273.4833333,22.49,Win,SMC,Randomly generated trade
1720,17-12-2019,Tuesday,14:35:35,14:55:09,BANKNIFTY,Short,180.39,167.53,800,123.76,394.06,3.14,19.56666667,12.86,Win,ALGO,Randomly generated trade
7741,18-12-2019,Wednesday,12:02:53,14:49:03,BANKNIFTY,Short,180.93,221.05,564,82.29,320.05,2.4,166.1666667,-40.12,Loss,SMC,Randomly generated trade
5955,19-12-2019,Thursday,14:40:44,14:45:00,NIFTY,Long,184.57,205.75,122,114.79,306.65,8.27,4.266666667,21.18,Win,SMC,Randomly generated trade
7569,20-12-2019,Friday,11:26:39,14:48:04,BANKNIFTY,Short,184.88,234.57,54,125.15,396.51,2.22,201.4166667,-49.69,Loss,SMC,Randomly generated trade
1059,23-12-2019,Monday,13:09:42,13:35:11,BANKNIFTY,Short,127.54,134.19,56,90.09,301.43,6.02,25.48333333,-6.65,Loss,SMC,Randomly generated trade
8416,24-12-2019,Tuesday,13:17:15,14:33:08,NIFTY,Short,105.03,168.93,60,100.4,376.45,5.08,75.88333333,-63.9,Loss,BREAKOUT,Randomly generated trade
7276,26-12-2019,Thursday,13:59:57,14:39:41,NIFTY,Long,130.48,149.91,59,91.38,379.19,5.62,39.73333333,19.43,Win,ALGO,Randomly generated trade
6623,27-12-2019,Friday,13:11:41,13:51:37,NIFTY,Long,294.42,146.06,329,106.89,308.43,4.47,39.93333333,-148.36,Loss,ALGO,Randomly generated trade
6400,30-12-2019,Monday,13:16:23,14:27:32,NIFTY,Long,127.34,206.64,737,96.81,374.51,3.66,71.15,79.3,Win,BREAKOUT,Randomly generated trade
9403,31-12-2019,Tuesday,09:36:57,15:04:22,BANKNIFTY,Long,206.9,160.74,113,90.11,384.98,2.23,327.4166667,-46.16,Loss,ALGO,Randomly generated trade
1510,01-01-2020,Wednesday,14:49:23,14:51:27,NIFTY,Short,131.82,142.51,855,134.08,367.54,3.9,2.066666667,-10.69,Loss,ALGO,Randomly generated trade
8525,02-01-2020,Thursday,10:28:31,11:59:46,BANKNIFTY,Short,175.57,298.49,21,147.94,317.84,2.71,91.25,-122.92,Loss,BREAKOUT,Randomly generated trade
9355,03-01-2020,Friday,13:15:39,14:55:26,NIFTY,Long,123.81,186.51,256,140.95,331.95,1.61,99.78333333,62.7,Win,ALGO,Randomly generated trade
8232,06-01-2020,Monday,14:04:11,14:16:33,NIFTY,Long,181,272.7,163,115.19,312.1,9.24,12.36666667,91.7,Win,BREAKOUT,Randomly generated trade
6870,07-01-2020,Tuesday,14:44:01,14:46:07,BANKNIFTY,Short,165.64,243.74,603,83.88,369.82,2.72,2.1,-78.1,Loss,BREAKOUT,Randomly generated trade
2527,08-01-2020,Wednesday,12:54:36,14:45:45,NIFTY,Long,243.4,281.57,420,144.62,300.61,5.01,111.15,38.17,Win,ALGO,Randomly generated trade
4270,09-01-2020,Thursday,13:31:47,14:33:58,BANKNIFTY,Long,103.97,226.35,854,146.94,396.24,2.42,62.18333333,122.38,Win,BREAKOUT,Randomly generated trade
2483,10-01-2020,Friday,10:50:35,14:51:58,BANKNIFTY,Long,103.45,201.66,539,146.94,303.23,4.54,241.3833333,98.21,Win,BREAKOUT,Randomly generated trade
9868,13-01-2020,Monday,09:21:36,14:57:33,NIFTY,Short,222.82,215.79,517,86.69,329.94,2.75,335.95,7.03,Win,SMC,Randomly generated trade
4193,14-01-2020,Tuesday,10:25:30,14:20:55,NIFTY,Short,158.07,299.42,741,87.25,387.7,2.32,235.4166667,-141.35,Loss,BREAKOUT,Randomly generated trade
2301,15-01-2020,Wednesday,10:13:21,10:30:44,BANKNIFTY,Long,239,109.93,754,133.15,351.03,9.98,17.38333333,-129.07,Loss,SMC,Randomly generated trade
7108,16-01-2020,Thursday,10:41:11,13:11:47,BANKNIFTY,Long,287.7,238.86,548,104.9,372.19,5.52,150.6,-48.84,Loss,SMC,Randomly generated trade
4899,17-01-2020,Friday,14:41:50,14:47:56,NIFTY,Short,162.66,261.89,42,104.44,364.42,6.3,6.1,-99.23,Loss,ALGO,Randomly generated trade
6342,20-01-2020,Monday,09:40:45,13:20:31,BANKNIFTY,Long,203.26,229.35,144,139.16,395.73,7.76,219.7666667,26.09,Win,SMC,Randomly generated trade
5944,21-01-2020,Tuesday,12:57:12,14:57:12,NIFTY,Short,211.41,262.1,110,82.12,344.57,3.79,120,-50.69,Loss,BREAKOUT,Randomly generated trade
2700,22-01-2020,Wednesday,14:45:07,15:05:51,NIFTY,Long,160.05,216.74,867,103.08,329.36,6.49,20.73333333,56.69,Win,ALGO,Randomly generated trade
3829,23-01-2020,Thursday,14:22:06,14:59:06,BANKNIFTY,Short,260.07,108.34,388,117.52,329.07,3.89,37,151.73,Win,ALGO,Randomly generated trade
8181,24-01-2020,Friday,13:38:59,13:47:24,BANKNIFTY,Short,254.48,125.24,837,125.92,398.89,5.86,8.416666667,129.24,Win,SMC,Randomly generated trade
9110,27-01-2020,Monday,13:22:16,14:40:50,NIFTY,Long,284.73,102.8,897,135.62,326.88,6.28,78.56666667,-181.93,Loss,ALGO,Randomly generated trade
2008,28-01-2020,Tuesday,14:35:13,14:57:20,NIFTY,Short,198.34,224.97,565,90.24,380.78,1.86,22.11666667,-26.63,Loss,BREAKOUT,Randomly generated trade
9665,29-01-2020,Wednesday,12:41:29,14:11:10,BANKNIFTY,Short,238.02,206.83,158,105.38,321.22,8.3,89.68333333,31.19,Win,BREAKOUT,Randomly generated trade
2496,30-01-2020,Thursday,10:32:53,13:33:02,BANKNIFTY,Short,153.98,101.24,855,132.93,383.64,5.45,180.15,52.74,Win,BREAKOUT,Randomly generated trade
8553,31-01-2020,Friday,10:43:47,13:55:22,NIFTY,Short,172.34,245.22,154,96.11,311.45,9.92,191.5833333,-72.88,Loss,SMC,Randomly generated trade
8054,03-02-2020,Monday,11:46:57,14:47:04,NIFTY,Long,277.86,191.87,940,80.92,372.11,5.22,180.1166667,-85.99,Loss,BREAKOUT,Randomly generated trade
7585,04-02-2020,Tuesday,14:44:16,14:53:58,NIFTY,Short,273.81,119.34,53,116.61,313.25,4.71,9.7,154.47,Win,SMC,Randomly generated trade
2471,05-02-2020,Wednesday,15:04:00,15:04:14,BANKNIFTY,Long,111.66,174.35,657,101.88,339.25,8.72,0.233333333,62.69,Win,ALGO,Randomly generated trade
5127,06-02-2020,Thursday,09:55:03,14:30:57,NIFTY,Long,184.03,194.9,624,114.17,343.22,5.02,275.9,10.87,Win,BREAKOUT,Randomly generated trade
2985,07-02-2020,Friday,11:08:14,11:56:04,BANKNIFTY,Short,149.48,276.37,979,131.88,354.58,7.12,47.83333333,-126.89,Loss,SMC,Randomly generated trade
3472,10-02-2020,Monday,13:33:54,14:44:23,BANKNIFTY,Short,123.3,257.42,89,133.94,326.65,4.63,70.48333333,-134.12,Loss,BREAKOUT,Randomly generated trade
6917,11-02-2020,Tuesday,11:38:48,13:37:58,NIFTY,Long,299.28,188.48,459,131.92,370.69,6.5,119.1666667,-110.8,Loss,ALGO,Randomly generated trade
5705,12-02-2020,Wednesday,10:27:47,13:51:11,BANKNIFTY,Short,202.7,258.92,878,143.79,307.69,8.77,203.4,-56.22,Loss,ALGO,Randomly generated trade
3774,13-02-2020,Thursday,11:14:41,12:26:52,NIFTY,Short,100.33,182.72,247,140.03,323.13,2.51,72.18333333,-82.39,Loss,ALGO,Randomly generated trade
5600,14-02-2020,Friday,13:30:49,14:33:04,NIFTY,Short,209.66,190.25,906,147.42,305.27,4.73,62.25,19.41,Win,BREAKOUT,Randomly generated trade
4872,17-02-2020,Monday,12:27:45,14:09:33,BANKNIFTY,Long,239.76,163.08,163,83.37,324.62,1.9,101.8,-76.68,Loss,ALGO,Randomly generated trade
7101,18-02-2020,Tuesday,11:44:16,12:11:14,BANKNIFTY,Long,223.4,113.71,235,133.28,372.64,7.62,26.96666667,-109.69,Loss,ALGO,Randomly generated trade
5563,19-02-2020,Wednesday,11:54:05,12:26:26,BANKNIFTY,Long,110.54,298.82,170,89.13,377.52,3.36,32.35,188.28,Win,BREAKOUT,Randomly generated trade
1720,20-02-2020,Thursday,11:56:44,14:48:55,NIFTY,Long,267.26,226.36,568,145.21,366.34,1.64,172.1833333,-40.9,Loss,SMC,Randomly generated trade
3621,24-02-2020,Monday,14:11:52,14:38:24,NIFTY,Short,141.97,160.04,304,90.64,338.23,8.7,26.53333333,-18.07,Loss,SMC,Randomly generated trade
6208,25-02-2020,Tuesday,14:52:30,14:55:37,BANKNIFTY,Long,217.47,103.22,826,121.43,371.39,1.37,3.116666667,-114.25,Loss,SMC,Randomly generated trade
1681,26-02-2020,Wednesday,14:54:46,14:54:59,NIFTY,Long,282.38,264.71,516,87.13,308.91,3.5,0.216666667,-17.67,Loss,SMC,Randomly generated trade
6588,27-02-2020,Thursday,10:37:26,11:31:32,BANKNIFTY,Long,128.91,269.1,680,146.05,313.07,8.41,54.1,140.19,Win,SMC,Randomly generated trade
6426,28-02-2020,Friday,11:27:06,14:33:44,BANKNIFTY,Long,201.09,139.97,415,137.98,345.14,2.87,186.6333333,-61.12,Loss,ALGO,Randomly generated trade
5431,02-03-2020,Monday,13:33:49,13:51:30,BANKNIFTY,Short,281.2,159.32,212,145.55,354.14,3.79,17.68333333,121.88,Win,SMC,Randomly generated trade
9908,03-03-2020,Tuesday,09:41:36,14:03:15,BANKNIFTY,Long,228.88,278.3,764,131.75,376.51,7.64,261.65,49.42,Win,BREAKOUT,Randomly generated trade
1080,04-03-2020,Wednesday,11:58:03,14:35:13,BANKNIFTY,Long,171.58,229.98,129,93.6,354.18,8.74,157.1666667,58.4,Win,SMC,Randomly generated trade
9706,05-03-2020,Thursday,13:11:09,15:01:37,BANKNIFTY,Short,108.95,278.93,152,131.76,353.53,3.7,110.4666667,-169.98,Loss,ALGO,Randomly generated trade
3932,06-03-2020,Friday,14:28:04,14:43:53,BANKNIFTY,Short,297.58,149.76,853,95.27,339.45,3.41,15.81666667,147.82,Win,SMC,Randomly generated trade
3456,09-03-2020,Monday,14:36:58,15:09:07,BANKNIFTY,Short,257.24,235.03,874,92.79,310.23,4.25,32.15,22.21,Win,ALGO,Randomly generated trade
1444,11-03-2020,Wednesday,10:58:29,13:52:49,BANKNIFTY,Long,246.24,162.24,855,118.01,330.28,4.8,174.3333333,-84,Loss,ALGO,Randomly generated trade
2519,12-03-2020,Thursday,14:27:50,15:04:16,NIFTY,Short,189.64,182.5,750,118.48,378.63,9.15,36.43333333,7.14,Win,BREAKOUT,Randomly generated trade
1276,13-03-2020,Friday,14:27:31,14:29:57,NIFTY,Long,259.47,294.44,6,124.76,387.45,9.74,2.433333333,34.97,Win,SMC,Randomly generated trade
4760,16-03-2020,Monday,10:04:57,10:06:05,NIFTY,Short,174.87,160.76,777,107.98,310.47,2.34,1.133333333,14.11,Win,BREAKOUT,Randomly generated trade
6127,17-03-2020,Tuesday,12:52:47,14:33:22,NIFTY,Short,104.13,243.88,469,81.35,356.99,1.37,100.5833333,-139.75,Loss,SMC,Randomly generated trade
3299,18-03-2020,Wednesday,10:10:12,10:21:17,NIFTY,Short,170.84,135.82,861,137.48,323.8,2.82,11.08333333,35.02,Win,SMC,Randomly generated trade
3442,19-03-2020,Thursday,12:34:55,14:17:52,BANKNIFTY,Short,204.59,167.53,623,117.8,372.98,5.83,102.95,37.06,Win,ALGO,Randomly generated trade
5565,20-03-2020,Friday,13:32:35,14:08:22,BANKNIFTY,Short,158.45,274.48,460,112.19,383.73,5.13,35.78333333,-116.03,Loss,BREAKOUT,Randomly generated trade
8066,23-03-2020,Monday,11:05:39,14:59:44,NIFTY,Short,172.73,226.03,227,97.42,315.67,9.64,234.0833333,-53.3,Loss,SMC,Randomly generated trade
2478,24-03-2020,Tuesday,14:34:29,14:49:31,BANKNIFTY,Short,204.62,188.18,142,107.3,309.43,3.62,15.03333333,16.44,Win,ALGO,Randomly generated trade
3641,25-03-2020,Wednesday,14:35:41,15:09:10,BANKNIFTY,Long,219,228.18,614,145.57,302.12,8.04,33.48333333,9.18,Win,ALGO,Randomly generated trade
1445,26-03-2020,Thursday,13:20:39,14:43:24,NIFTY,Short,109.39,202.93,609,122,364.17,2.73,82.75,-93.54,Loss,ALGO,Randomly generated trade
6394,27-03-2020,Friday,13:58:42,15:08:15,BANKNIFTY,Short,292.78,279.93,69,94.61,389.42,8.79,69.55,12.85,Win,SMC,Randomly generated trade
5267,30-03-2020,Monday,13:39:48,14:50:17,BANKNIFTY,Long,234.63,234.35,986,93.95,333.28,8.14,70.48333333,-0.28,Loss,BREAKOUT,Randomly generated trade
7164,31-03-2020,Tuesday,09:27:49,14:50:56,BANKNIFTY,Long,241.12,181.98,511,147.11,307.65,9.83,323.1166667,-59.14,Loss,ALGO,Randomly generated trade
6221,01-04-2020,Wednesday,13:22:06,14:03:49,BANKNIFTY,Short,291.26,223.48,852,114.77,348.73,2.12,41.71666667,67.78,Win,ALGO,Randomly generated trade
6747,03-04-2020,Friday,11:32:22,13:36:26,NIFTY,Short,254.56,119.99,144,103.7,341.41,1.88,124.0666667,134.57,Win,ALGO,Randomly generated trade
4648,07-04-2020,Tuesday,11:39:53,12:07:28,NIFTY,Long,182.12,184.11,540,113.6,352.3,4.62,27.58333333,1.99,Win,BREAKOUT,Randomly generated trade
8998,08-04-2020,Wednesday,09:27:39,11:40:49,NIFTY,Long,265.48,128.56,758,96.96,315.99,9.26,133.1666667,-136.92,Loss,BREAKOUT,Randomly generated trade
8181,09-04-2020,Thursday,12:03:42,13:05:19,BANKNIFTY,Short,208.75,154.58,464,141.45,354.24,5.84,61.61666667,54.17,Win,ALGO,Randomly generated trade
2756,13-04-2020,Monday,13:46:43,14:46:04,BANKNIFTY,Long,109.5,115.66,497,102.29,368.02,9.41,59.35,6.16,Win,ALGO,Randomly generated trade
4498,15-04-2020,Wednesday,14:27:31,14:56:06,NIFTY,Long,171.11,232.26,489,127.94,383.33,9.15,28.58333333,61.15,Win,BREAKOUT,Randomly generated trade
1436,16-04-2020,Thursday,09:37:09,10:05:15,BANKNIFTY,Long,261.69,151.3,232,114.71,332.29,6.91,28.1,-110.39,Loss,SMC,Randomly generated trade
